episode,name,line
6x06 - Baby Talk,Marshall,"No, it's not. It's fun. Here, watch this. Hey, Lily... Who's your daddy?
"
6x06 - Baby Talk,Robin,"Okay, uh, let me get this straight. So, in, uh, in this scenario, because you make such sweet love to Lily, she is now your daughter.
"
6x06 - Baby Talk,Marshall,"No, she is not my daughter. I'm just her daddy.
"
6x06 - Baby Talk,Ted,"Wow. That is disgusting.
"
6x06 - Baby Talk,Robin,"Exactly. And it's not like the opposite would work. There's no way a guy could pick up a girl, going around talking like a little boy.
"
6x06 - Baby Talk,Barney,"Challenge accepted.
"
6x06 - Baby Talk,Robin,"No.
"
6x06 - Baby Talk,Barney,"I, Barney Stinson, will pick up a girl whilst talking like a little boy.
"
6x06 - Baby Talk,Lily,"Okay. Here's my list of baby names.
"
6x06 - Baby Talk,Marshall,"Oh.
"
6x06 - Baby Talk,Lily,"What about ""Tara""?
"
6x06 - Baby Talk,Marshall,"No. Not ""Tara."" Tara was the hottest girl in my high school. We were all, like, obsessed with her.
"
6x06 - Baby Talk,Marshall,"We didn't just talk about her and fantasize about her... We wrote songs about her.
"
6x06 - Baby Talk,Marshall,"Not ""Tara.""
"
6x06 - Baby Talk,Lily,"What about ""Esther""?
"
6x06 - Baby Talk,Marshall,"Oh. Oh. Hey, Barney. That prime rib was surprisingly good, but it's 10:30 in the morning. I don't need to see a lady get naked and dance.
"
6x06 - Baby Talk,Barney,"Oh, Esther gets naked. But she doesn't dance.
"
6x06 - Baby Talk,Marshall,"Then what does she do? Sweet mother nature!
"
6x06 - Baby Talk,Barney,"That was my card!
"
6x06 - Baby Talk,Marshall,"Not ""Esther."" I need a drink. Ted? Ted?
"
6x06 - Baby Talk,Ted,"Marshall, your list is entirely boy names. You do realize there's roughly a 50% chance of you having a daughter, right?
"
6x06 - Baby Talk,Marshall,"Okay, honestly, I've never thought about having a girl. I don't want to think about having a girl. Tara, Esther -- can you imagine being one of those girls' dads?
"
6x06 - Baby Talk,Marshall,"I have no idea how to raise a daughter! What if she makes bad choices? I mean, what if she winds up dating some... Oh, God.
"
6x06 - Baby Talk,Barney,":
"
6x06 - Baby Talk,Marshall,"I don't want a girl. I just want a little boy.
"
6x06 - Baby Talk,Ted,"It's not what it sounds like, folks.
"
6x06 - Baby Talk,Marshall,"Hey, Mom. Hey, Dad.
"
6x06 - Baby Talk,Marshall,":Oh, okay, um... You guys, you're a little too close to the camera. Can you back up a bit?
"
6x06 - Baby Talk,Marshall,"Every time. Um, can you just sit in front of the computer like normal human beings? Perfect! Perfect.
"
6x06 - Baby Talk,Marshall,"Um, to be honest, I'm getting a little freaked out about the idea of having a daughter. I know you two probably aren't the right people to talk to about this. You had all boys.
"
6x06 - Baby Talk,Marshall,"I'm in a computer, Mom.
"
6x06 - Baby Talk,Marshall,"Okay... No offense, Dad, but I doubt there's any scientific data to support--
"
6x06 - Baby Talk,Robin,"Members of the G-8 convened today in Vienna to discuss plans to fight climate change by re... What?
"
6x06 - Baby Talk,Robin,"Hey, Becky, Becky, this is our news segment, okay? Nobody cares what you did yesterday.
"
6x06 - Baby Talk,Robin,"Mike!
"
6x06 - Baby Talk,Robin,"Okay, back to the G-8 conference. Hello? Mike, can I get in the sh*t? Fantastic.
"
6x06 - Baby Talk,Robin,":Wait-- did you go out with Ted Mosby?
"
6x06 - Baby Talk,Robin,":In other news, later today, a Manhattan architect gets punched in the throat.
"
6x06 - Baby Talk,Ted,"Ow!
"
6x06 - Baby Talk,Robin,"Ted, of all the women in New York, you had to go out with an eight-year-old girl?
"
6x06 - Baby Talk,Ted,"Not what it sounds like, folks.
"
6x06 - Baby Talk,Robin,"Ted, you know that I hate her. How could you go out on a date with this girl?
"
6x06 - Baby Talk,Ted,"It wasn't a date. She came over to the apartment looking for you.
"
6x06 - Baby Talk,Ted,"Aww...
"
6x06 - Baby Talk,Robin,"Let me guessshe acted like a helpless little girl, and you stepped in as the big, strong man.
"
6x06 - Baby Talk,Ted,"I don't know if that's totally true.
"
6x06 - Baby Talk,Ted,"It's okay, little darlin'.
"
6x06 - Baby Talk,Ted,"Hey, hey, hey, hey. Spiders gotta die so trees can grow.
"
6x06 - Baby Talk,Ted,"Then I held her tight and told her it was all gonna be okay. By the way, I think I only wounded the spider. It crawled off into my bedroom.
"
6x06 - Baby Talk,Robin,"Wait. Is that why you slept on the couch last night?
"
6x06 - Baby Talk,Ted,"(
"
6x06 - Baby Talk,Barney,"I'm dying out here. Talking like a little boy is not working with the ladies.
"
6x06 - Baby Talk,Barney,"(
"
6x06 - Baby Talk,Marshall,"Mm, I just need two seconds, baby.
"
6x06 - Baby Talk,Lily,"I know you think that's a compliment, but I'd rather you took your time.
"
6x06 - Baby Talk,Marshall,"No, um... I'll be right back.
"
6x06 - Baby Talk,Marshall,"This is ridiculous.
"
6x06 - Baby Talk,Barney,":
"
6x06 - Baby Talk,Robin,"Yeah, we don't care about this...
"
6x06 - Baby Talk,Ted,"No one challenged you, so it wasn't really a challenge.
"
6x06 - Baby Talk,Barney,":
"
6x06 - Baby Talk,Barney,"Challenge accept...
"
6x06 - Baby Talk,Ted,"Wow, I'm glad that's over. It was creepy watching Barney talk like a little kid.
"
6x06 - Baby Talk,Robin,"Oh, but you find it irresistible when Becky does? I don't get it. The Ted that I went out with was attracted to the kind of woman who could use a steak knife without supervision.
"
6x06 - Baby Talk,Ted,"For your information, Becky doesn't like steak, she likes pasghetti. Spaghetti. And more importantly, she makes me feel needed.
"
6x06 - Baby Talk,Robin,"Needed? (scoffs) She makes training wheels feel needed.
"
6x06 - Baby Talk,Ted,"Hey, it's nice to feel needed. And you know what? It's not a feeling guys get when they're with you.
"
6x06 - Baby Talk,Marshall,"Okay.
"
6x06 - Baby Talk,Marshall,"Eriksen!
"
6x06 - Baby Talk,Robin,"When we were dating, I... I didn't make you feel needed?
"
6x06 - Baby Talk,Ted,"Come on! You always took charge of everything.
"
6x06 - Baby Talk,Robin,"I got this.
"
6x06 - Baby Talk,Ted,"Thanks.
"
6x06 - Baby Talk,Ted,"This okay? Am I hurting y...
"
6x06 - Baby Talk,Robin,"I got this. Whoa!
"
6x06 - Baby Talk,Ted,"Someone's trying to break in-- call the cops.
"
6x06 - Baby Talk,Robin,"I got this.
"
6x06 - Baby Talk,Robin,"Did that really bother you?
"
6x06 - Baby Talk,Ted,"Well, yeah. It's nice to be needed. Look, I'm sorry. (
"
6x06 - Baby Talk,Robin,"I got this.
"
6x06 - Baby Talk,Ted,"Yeah.
"
6x06 - Baby Talk,Marshall,":
"
6x06 - Baby Talk,Lily,"Whoa! Baby, you're packing snowballs, and your breath smells like a mermaid fart.
"
6x06 - Baby Talk,Marshall,"Loving the dirty talk-- but you know what's even hotter? If we face this-a-way. Ooh, we're bad.
"
6x06 - Baby Talk,Lily,"Wait... hey, baby, why are you facing me north? You're trying to make us have a boy.
"
6x06 - Baby Talk,Marshall,"I... can ex... How do you know about the north thing? Um, um... And what are you doing with those lemons?
"
6x06 - Baby Talk,Marshall,"You're trying to make us have a girl! You are trying to make us have a girl.
"
6x06 - Baby Talk,Lily,"All my least favorite students have been boys. So I Googled ""how to make a girl some really weird stuff came up but finally, I found this conception Web site that said you should point south at the moment of conception... eat a lemon......and heat up your lady parts to a balmy 105 degrees.
"
6x06 - Baby Talk,Marshall,"Lily, how could you do... exactly the same thing I did? You're supposed to be the sane one.
"
6x06 - Baby Talk,Lily,"See that? Another boy expecting a woman to clean up his mistakes. That's why girls are way better than boys.
"
6x06 - Baby Talk,Marshall,"Oh, really. Well, then how come whenever there's a creepy kid in a horror movie it's always a little girl? Or twin girls, who speak... (
"
6x06 - Baby Talk,Lily,"Oh, well, what about Chucky?
"
6x06 - Baby Talk,Marshall,"Okay, A) He was a doll; B) He was possessed by an adult serial k*ll; and C) How could you bring up Chucky right before bed?
"
6x06 - Baby Talk,Robin,"Hey.
"
6x06 - Baby Talk,Barney,"Hey.
"
6x06 - Baby Talk,Robin,"Hey. Um, when we were dating, did... did I make you feel needed?
"
6x06 - Baby Talk,Barney,"No, I didn't feel like you needed me at all.
"
6x06 - Baby Talk,Robin,"That's what I thought. Uh, I'm sorry.
"
6x06 - Baby Talk,Barney,"Wait, where are you... That's a compliment. You are the least needy woman I've ever met-- that's awesome. I mean, no guy's gonna say ""Who's your daddy?"" to Robin Scherbatsky. You're your own daddy. And mommy. And weird survivalist uncle who lives in a cabin with a g*n blaming stuff on the government. And that is what makes you the most... amazing, strong... independent woman I've ever banged.
"
6x06 - Baby Talk,Robin,"Thanks, Barney. You know, um... there's something that I wanted to ask you, and I don't really know how to say it so... here goes. Who's the crazy chick in the apron?
"
6x06 - Baby Talk,Barney,"(baby voice)Uh-oh, I'm in ""twubble.""
"
6x06 - Baby Talk,Barney,"Last night, after admitting defeat, I just let myself go.
"
6x06 - Baby Talk,Barney,"No! It's my ice cream; you can't have any.
"
6x06 - Baby Talk,Barney,"Challenge completed!
"
6x06 - Baby Talk,Robin,"I got this.
"
6x06 - Baby Talk,Lily,"Oh, so you finally agreed on a name?
"
6x06 - Baby Talk,Marshall,"Esther? That's beautiful.
"
6x06 - Baby Talk,Lily,"We're idiots.
"
6x06 - Baby Talk,Marshall,"Baby, names and gender, it's just, like... it's some way of giving ourselves the illusion that we have any control whatsoever. I- I just want a healthy, happy, 12-pound--
"
6x06 - Baby Talk,Lily,"Whoa.
"
6x06 - Baby Talk,Marshall,"Ten-pound? Eight-pound?
"
6x06 - Baby Talk,Lily,"I guess, but, dude, you're writing checks my vagina can't cash.
"
6x06 - Baby Talk,Marshall,"I love you. And I'm gonna love the crap out of whatever baby we have.
"
6x06 - Baby Talk,Lily,"Me, too.
"
6x06 - Baby Talk,Marshall,"You know what? We should just think of a name that's good for either a girl or a boy. Like, um...
"
6x06 - Baby Talk,Lily,"Jamie.
"
6x06 - Baby Talk,Lily,"Marshall... we just named our baby. Jamie.
"
6x06 - Baby Talk,Lily,"Not Jamie.
"
6x06 - Baby Talk,Ted,"Shoe's untied. I got it. Yeah, this is over.
"
2x13 - Columns,Ted,"Morning, everyone! So, I had an idea for the atrium. Ready? Columns.
"
2x13 - Columns,Ted,"I... I can't believe you knocked over my model.
"
2x13 - Columns,Ted,"Did you see what he was wearing today? It was like his pants were being held up by his nipples.
"
2x13 - Columns,Ted,"Hey, guys. What's so funny?
"
2x13 - Columns,Ted,"Thanks.
"
2x13 - Columns,Ted,"Oh, Robin... I just had a great idea.
"
2x13 - Columns,Robin,"Oh, do whatever you want to me just don't wake me up.
"
2x13 - Columns,Ted,"Dude, of course you should take the day off for the Foo Fighters concert. Just say you're sick.
"
2x13 - Columns,Ted,"Sick, huh? Unbutton your shirt. Hmm... ""Foo Fighters."" Get back to work.
"
2x13 - Columns,Ted,"Well, I was thinking...
"
2x13 - Columns,Robin,"Oh, wow, he must be really good-looking.
"
2x13 - Columns,Ted,"Why would you say that?
"
2x13 - Columns,Robin,"Well, 'cause only good-looking people can get away with saying things like that.
"
2x13 - Columns,Barney,"I have found that to be true.
"
2x13 - Columns,Marshall,"It's a blessing and a curse really.
"
2x13 - Columns,Lily,"Ted, you can't let him treat you like that.
"
2x13 - Columns,Marshall,"Yeah, you gotta ask yourself, who's the boss?
"
2x13 - Columns,Ted,"Tony.
"
2x13 - Columns,Robin,"Angela.
"
2x13 - Columns,Barney,"Mona.
"
2x13 - Columns,Robin,"Mona?
"
2x13 - Columns,Barney,"Watch it more closely. Rock your world.
"
2x13 - Columns,Robin,"So, what are you gonna do?
"
2x13 - Columns,Ted,"Well... it's awkward, I mean, the guy used to be my boss. So, I went to talk to the managing partner.
"
2x13 - Columns,Ted,"Well, sir, I was thinking he could just be put on a different project.
"
2x13 - Columns,Ted,"Mosby, sir? I, I... I hear Mosby's doing some great work.
"
2x13 - Columns,Barney,"You mind if I charge my phone?
"
2x13 - Columns,Ted,"Knock yourself out.
"
2x13 - Columns,Robin,"Well, Ted, if you do fire Druthers, the key is timing. Remember when I had to fire my makeup artist?
"
2x13 - Columns,Robin,"Vicki, um... I'm so sorry about this, but there's been some budget cuts and, um, we have to let you go. I mean, after tonight. I still need my makeup for the broadcast. So...
"
2x13 - Columns,Ted,"You know what? I'm gonna do it. I'm gonna fire Druthers tomorrow.
"
2x13 - Columns,Barney,"Oh, my God!
"
2x13 - Columns,Ted,"What?
"
2x13 - Columns,Barney,"Do you know about this?
"
2x13 - Columns,Ted,"No.
"
2x13 - Columns,Robin,"What is that?
"
2x13 - Columns,Barney,"Only the greatest thing ever. Wait, wait, wait-- that's not enough buildup. If they were to cure cancer tomorrow, this would still be the greatest thing to happen all week. Okay. Now you're ready for naked Marshall.
"
2x13 - Columns,Ted,"Oh, my God. This is awesome times awesome. It's awesome squared.
"
2x13 - Columns,Barney,"I know, right? Behind the piano this whole time.
"
2x13 - Columns,Robin,"Wait. If Marshall went to all this trouble to hide it, he clearly doesn't want us to find it.
"
2x13 - Columns,Barney,"Oh, come on, Robin.
"
2x13 - Columns,Robin,"No, I'm saying that he must be really embarrassed by this. We are gonna have so much fun.
"
2x13 - Columns,Barney,"I know! We're gonna have so much fun!
"
2x13 - Columns,Ted,"Uh, yeah, like four hours ago.
"
2x13 - Columns,Ted,"This is a cocktail napkin. Covered in profanity. Look, Hammond, um, there's no easy way to say this, so... why don't we just, um, step into your office.
"
2x13 - Columns,Robin,"So, you didn't fire him?
"
2x13 - Columns,Ted,"I can't fire a guy on his birthday. Everyone would hate me. Besides, they put a party hat on me. My authority was compromised.
"
2x13 - Columns,Barney,"Oh, hey, Marshall. Have a seat. I know how much you love stools.
"
2x13 - Columns,Marshall,"Thanks. Yeah, stools are better for your posture.
"
2x13 - Columns,Robin,"And, uh... I... got you a rose.
"
2x13 - Columns,Marshall,"Thank you. That's so sweet. You guys are being... so sweet.
"
2x13 - Columns,Barney,"Hey, guys. Guess what I got. A new dart.
"
2x13 - Columns,Robin,"Oh, wow, a new dart.
"
2x13 - Columns,Ted,"Hey, that new dart is great.
"
2x13 - Columns,Robin,"I did not know you were such a fan of new dart, Barney.
"
2x13 - Columns,Barney,"Oh, yes, Robin, I just love new dart. Nude art.
"
2x13 - Columns,Ted,"
"
2x13 - Columns,Robin,"
"
2x13 - Columns,Marshall,"Okay, all right, so what, you guys found the painting, huh?
"
2x13 - Columns,Lily,"I knew this day would come.
"
